NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
24/10/2024,70900,71200,70900,71000,100,0.0014104372355430161,413400
23/10/2024,71200,71200,70700,70900,-300,-0.004213483146067398,667000
22/10/2024,71700,71900,71200,71200,-500,-0.006973500697350032,545500
21/10/2024,71700,71700,71300,71700,0,0,469700
18/10/2024,71600,72300,71600,71700,200,0.002797202797202747,322500
17/10/2024,72000,72300,71200,71500,-500,-0.00694444444444442,739500
16/10/2024,72600,72700,72000,72000,-700,-0.009628610729023435,758400
15/10/2024,72700,73000,72400,72700,-200,-0.002743484224965731,596300
14/10/2024,73600,73600,72700,72900,-300,-0.004098360655737654,526200
11/10/2024,73500,73700,73200,73200,-100,-0.0013642564802183177,603500
10/10/2024,73200,73600,72500,73300,600,0.008253094910591452,1046200
09/10/2024,72600,72900,72300,72700,100,0.0013774104683195176,547200
08/10/2024,73400,73400,72600,72600,-300,-0.004115226337448541,637900
07/10/2024,73500,73700,72600,72900,-400,-0.00545702592087316,580700
04/10/2024,72800,73700,72500,73300,800,0.011034482758620623,867900
03/10/2024,73400,73400,72500,72500,-400,-0.005486968449931462,793300
02/10/2024,73300,74000,72900,72900,-100,-0.00136986301369868,1053700
01/10/2024,73300,73700,73000,73000,-200,-0.002732240437158473,1032300
30/09/2024,73500,73600,73000,73200,-300,-0.004081632653061273,646900
27/09/2024,74200,74300,73500,73500,-500,-0.006756756756756799,536000
26/09/2024,73800,74600,73800,74000,200,0.0027100271002709064,1109800
25/09/2024,74000,74000,73500,73800,100,0.0013568521031208647,665000
24/09/2024,73000,73900,73000,73700,700,0.009589041095890316,853100
23/09/2024,73100,73300,72900,73000,-100,-0.001367989056087593,552300
20/09/2024,73600,73800,73000,73100,-300,-0.004087193460490468,998500
19/09/2024,73200,73400,72900,73400,300,0.004103967168262557,980600
18/09/2024,73300,73500,72900,73100,400,0.005502063273727709,777600
17/09/2024,72600,73200,72300,72700,100,0.0013774104683195176,764100
16/09/2024,74000,74000,72600,72600,-1700,-0.02288021534320328,1863200
13/09/2024,76100,76100,74200,74300,-1800,-0.023653088042049908,2093200
12/09/2024,76260.4371912731,76624.44882464434,75896.42555790188,76078.4313745875,0,0,1759054
11/09/2024,76442.44300795872,76442.44300795872,75532.41392453064,76078.4313745875,-500,-0.005945303210463715,1490267
10/09/2024,76988.46045801557,77534.47790807241,75987.42846624469,76533.44591630153,-600,-0.00708382526564344,1905543
09/09/2024,76260.4371912731,77716.48372475803,76169.43428293029,77079.46336635838,600,0.007134363852556502,1968200
06/09/2024,76897.45754967276,76897.45754967276,76260.4371912731,76533.44591630153,800,0.009603841536614643,877900
05/09/2024,76806.45464132995,77170.46627470119,75805.42264955907,75805.42264955907,-600,-0.007151370679380209,900255
04/09/2024,75532.41392453064,76806.45464132995,75441.41101618783,76351.44009961591,600,0.007202881152460927,1417620
30/08/2024,76169.43428293029,76442.44300795872,75805.42264955907,75805.42264955907,-100,-0.0011990407673860837,958100
29/08/2024,76260.4371912731,76533.44591630153,75896.42555790188,75896.42555790188,-400,-0.004773269689737458,907756
28/08/2024,75805.42264955907,76624.44882464434,75805.42264955907,76260.4371912731,300,0.00359281437125758,845545
27/08/2024,76897.45754967276,76897.45754967276,75532.41392453064,75987.42846624469,-700,-0.008313539192399078,1795318
26/08/2024,77534.47790807241,77625.48081641522,76351.44009961591,76624.44882464434,-500,-0.005903187721369552,1215540
23/08/2024,77079.46336635838,77716.48372475803,76988.46045801557,77079.46336635838,200,0.002366863905325367,891446
22/08/2024,77625.48081641522,77716.48372475803,76715.45173298715,76897.45754967276,-500,-0.00588235294117645,1300245
21/08/2024,76897.45754967276,77807.48663310084,76806.45464132995,77352.47209138681,500,0.00591715976331364,2170855
20/08/2024,77534.47790807241,78353.50408315769,76897.45754967276,76897.45754967276,0,0,2910030
19/08/2024,75259.40519950222,77079.46336635838,75168.40229115941,76897.45754967276,1900,0.02300242130750596,3081136
16/08/2024,74258.37320773133,75623.41683287345,73712.35575767448,75168.40229115941,1400,0.01724137931034475,2333131
15/08/2024,74622.38484110257,75259.40519950222,73894.3615743601,73894.3615743601,-800,-0.009756097560975618,1248035
14/08/2024,74531.38193275976,75805.42264955907,74440.37902441695,74622.38484110257,500,0.006134969325153339,2298838
13/08/2024,74895.39356613098,74895.39356613098,73803.35866601729,74167.37029938852,-1000,-0.012121212121212088,1751900
12/08/2024,74258.37320773133,75805.42264955907,73894.3615743601,75077.3993828166,900,0.011029411764705843,1929500
09/08/2024,74622.38484110257,74804.39065778817,73621.35284933167,74258.37320773133,-100,-0.001223990208078285,1243901
08/08/2024,72256.30922418955,74986.39647447379,71801.29468247552,74349.37611607414,2300,0.02896725440806036,3931000
07/08/2024,70618.256874019,72347.31213253236,70618.256874019,72256.30922418955,2100,0.027166882276843385,1832200
06/08/2024,69890.23360727655,70982.26850739024,69617.22488224812,70345.24814899059,800,0.010457516339869244,888700
05/08/2024,70982.26850739024,71437.28304910428,69526.22197390531,69617.22488224812,-2400,-0.03041825095057038,2101300
02/08/2024,71073.27141573305,71801.29468247552,70800.26269070462,71801.29468247552,0,0,1395600
01/08/2024,72893.32958258921,73803.35866601729,71619.2888657899,71801.29468247552,-1000,-0.01251564455569465,1422900
31/07/2024,70436.2510573334,73257.34121596045,70436.2510573334,72711.3237659036,2700,0.03497409326424861,3188600
30/07/2024,70072.23942396216,70254.24524064778,69890.23360727655,70254.24524064778,200,0.0025974025974024872,631600
29/07/2024,70527.25396567621,70527.25396567621,70072.23942396216,70072.23942396216,-200,-0.002590673575129543,362200
26/07/2024,69708.22779059093,70254.24524064778,69617.22488224812,70254.24524064778,400,0.005208333333333259,545800
25/07/2024,69981.23651561936,70072.23942396216,69526.22197390531,69890.23360727655,-200,-0.0025974025974025983,490600
24/07/2024,69799.23069893374,70436.2510573334,69435.2190655625,70072.23942396216,200,0.0026041666666667407,1006200
23/07/2024,70163.24233230497,70345.24814899059,69890.23360727655,69890.23360727655,-200,-0.0025974025974025983,656800
22/07/2024,70800.26269070462,70800.26269070462,69708.22779059093,70072.23942396216,-800,-0.010282776349614386,1142800
19/07/2024,71073.27141573305,71346.28014076148,70709.25978236181,70800.26269070462,-300,-0.003841229193341844,663356
18/07/2024,71073.27141573305,71528.2859574471,70800.26269070462,71073.27141573305,100,0.0012820512820512775,1132132
17/07/2024,71710.29177413271,71710.29177413271,70163.24233230497,70982.26850739024,-300,-0.003831417624521105,1573156
16/07/2024,71892.29759081833,71983.30049916112,71255.27723241867,71255.27723241867,0,0,908024
15/07/2024,71892.29759081833,72256.30922418955,71255.27723241867,71255.27723241867,300,0.0038461538461538325,1208747
12/07/2024,71619.2888657899,72711.3237659036,70709.25978236181,70982.26850739024,-200,-0.002557544757033292,1232794
11/07/2024,71528.2859574471,71801.29468247552,71164.27432407586,71164.27432407586,-300,-0.003821656050955413,728201
10/07/2024,72074.30340750393,72529.31794921798,71437.28304910428,71437.28304910428,-500,-0.006329113924050667,1121559
09/07/2024,71892.29759081833,71892.29759081833,71346.28014076148,71892.29759081833,300,0.003811944091486552,1535591
08/07/2024,71619.2888657899,71983.30049916112,71437.28304910428,71619.2888657899,100,0.0012722646310432406,793469
05/07/2024,71437.28304910428,72165.30631584674,71346.28014076148,71528.2859574471,400,0.005115089514066584,752404
04/07/2024,71346.28014076148,72529.31794921798,71164.27432407586,71164.27432407586,0,0,1165880
03/07/2024,71437.28304910428,71437.28304910428,70982.26850739024,71164.27432407586,0,0,640880
02/07/2024,70982.26850739024,71255.27723241867,70618.256874019,71164.27432407586,500,0.006435006435006496,876590
01/07/2024,69799.23069893374,70709.25978236181,69708.22779059093,70709.25978236181,1100,0.01436031331592691,792247
28/06/2024,69708.22779059093,70254.24524064778,69617.22488224812,69708.22779059093,100,0.0013071895424836555,660231
27/06/2024,69708.22779059093,70800.26269070462,69617.22488224812,69617.22488224812,0,0,1010187
26/06/2024,69617.22488224812,69981.23651561936,69253.21324887688,69617.22488224812,200,0.002621231979030192,1133973
25/06/2024,69708.22779059093,70254.24524064778,69435.2190655625,69435.2190655625,-200,-0.002614379084967311,1038197
24/06/2024,70891.26559904743,71346.28014076148,69526.22197390531,69617.22488224812,-1400,-0.01797175866495504,1726724
21/06/2024,71164.27432407586,71892.29759081833,70891.26559904743,70891.26559904743,-100,-0.0012820512820512775,1053416
20/06/2024,71619.2888657899,71801.29468247552,70982.26850739024,70982.26850739024,-200,-0.002557544757033292,831653
19/06/2024,71164.27432407586,71710.29177413271,70891.26559904743,71164.27432407586,200,0.002564102564102555,994347
18/06/2024,70982.26850739024,71892.29759081833,70982.26850739024,70982.26850739024,400,0.005154639175257714,938200
17/06/2024,71892.29759081833,72165.30631584674,70618.256874019,70618.256874019,-1400,-0.017721518987341756,1271500
14/06/2024,72984.33249093202,73348.34412430324,71892.29759081833,71892.29759081833,-1200,-0.014962593516209433,2297200
13/06/2024,73712.35575767448,73712.35575767448,72984.33249093202,72984.33249093202,-200,-0.0024875621890547706,1403600
