NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
20/10/2023,27611.54489814226,28240.100391758504,27162.576688416368,27387.060793279314,-1500,-0.02400000000000002,31900
19/10/2023,28060.513107868148,28689.068601484396,27387.060793279314,28060.513107868148,500,0.008064516129032251,31500
18/10/2023,28419.68767564886,28599.274959539216,27836.029003005202,27836.029003005202,-1300,-0.020537124802527673,8000
17/10/2023,29093.139990237698,29182.933632182874,28419.68767564886,28419.68767564886,-1200,-0.018604651162790753,17900
16/10/2023,28778.862243429572,29093.139990237698,28778.862243429572,28958.449527319928,-400,-0.006163328197226536,11900
13/10/2023,28823.759064402162,29138.036811210284,28733.965422456986,29138.036811210284,-100,-0.0015384615384614886,14300
12/10/2023,28958.449527319928,29182.933632182874,28913.552706347342,29182.933632182874,300,0.004636785162287493,23600
11/10/2023,28733.965422456986,29182.933632182874,28733.965422456986,29048.243169265108,-300,-0.004615384615384577,24500
10/10/2023,29631.901841908766,29631.901841908766,29048.243169265108,29182.933632182874,0,0,21800
09/10/2023,29003.346348292518,29182.933632182874,29003.346348292518,29182.933632182874,400,0.006191950464396356,7700
06/10/2023,28060.513107868148,29048.243169265108,28060.513107868148,29003.346348292518,600,0.009374999999999911,16300
05/10/2023,28733.965422456986,29631.901841908766,28733.965422456986,28733.965422456986,-1200,-0.018404907975460127,21300
04/10/2023,29626.979958115826,29626.979958115826,29079.112618918807,29289.830826302274,-500,-0.0071428571428571175,17300
03/10/2023,29500.549033685744,29921.985448452684,28952.681694488725,29500.549033685744,200,0.002865329512893977,24400
02/10/2023,29500.549033685744,29500.549033685744,29079.112618918807,29416.261750732356,1800,0.026470588235294024,30300
29/09/2023,28615.532562675173,28657.676204151867,28236.239789384927,28657.676204151867,1000,0.014925373134328401,8001
28/09/2023,28573.38892119848,28573.38892119848,27856.947016094684,28236.239789384927,-800,-0.01179941002949858,6400
27/09/2023,28868.394411535337,28868.394411535337,27983.377940524762,28573.38892119848,-400,-0.0058651026392961825,27202
26/09/2023,28699.81984562856,28868.394411535337,28489.10163824509,28741.963487105255,100,0.001468428781204123,10301
25/09/2023,29331.974467778968,29500.549033685744,28320.527072338315,28699.81984562856,-1600,-0.022955523672883782,34802
22/09/2023,30301.27822174293,30301.27822174293,29121.2562603955,29374.11810925566,-1400,-0.019690576652601988,24801
21/09/2023,30343.421863219624,30554.140070603095,29921.985448452684,29964.129089929378,-900,-0.012499999999999956,12002
20/09/2023,30680.570995033177,30680.570995033177,30174.84729731285,30343.421863219624,100,0.0013908205841446364,13300
19/09/2023,30343.421863219624,30975.57648537003,30132.703655836154,30301.27822174293,-100,-0.001388888888888884,23800
18/09/2023,30090.56001435946,31144.151051276807,30090.56001435946,30343.421863219624,600,0.008403361344537785,11400
15/09/2023,30216.990938789542,30216.990938789542,29964.129089929378,30090.56001435946,400,0.005633802816901401,12000
14/09/2023,30006.272731406072,30259.134580266236,29669.12359959252,29921.985448452684,400,0.0056657223796034994,28000
13/09/2023,29921.985448452684,30343.421863219624,29542.692675162438,29753.410882545908,300,0.004267425320056972,26223
12/09/2023,29500.549033685744,29711.267241069214,29331.974467778968,29626.979958115826,500,0.007163323782235054,5900
11/09/2023,29374.11810925566,29626.979958115826,29374.11810925566,29416.261750732356,100,0.0014347202295552641,16107
08/09/2023,29626.979958115826,29921.985448452684,29036.968977442113,29374.11810925566,-1300,-0.018309859154929553,19003
07/09/2023,29921.985448452684,29921.985448452684,29584.836316639132,29921.985448452684,0,0,12401
06/09/2023,29289.830826302274,30259.134580266236,29289.830826302274,29921.985448452684,1500,0.021582733812949728,27500
05/09/2023,28994.82533596542,29289.830826302274,28994.82533596542,29289.830826302274,700,0.01017441860465107,18101
31/08/2023,29036.968977442113,29079.112618918807,28657.676204151867,28994.82533596542,100,0.0014556040756914523,10701
30/08/2023,28994.82533596542,28994.82533596542,28573.38892119848,28952.681694488725,-200,-0.002902757619738794,18101
29/08/2023,29036.968977442113,29036.968977442113,28531.245279721785,29036.968977442113,0,0,20400
28/08/2023,28489.10163824509,29036.968977442113,28446.957996768397,29036.968977442113,1300,0.019230769230769162,6001
25/08/2023,28657.676204151867,28657.676204151867,28446.957996768397,28489.10163824509,-400,-0.00588235294117645,12804
24/08/2023,28657.676204151867,28868.394411535337,28489.10163824509,28657.676204151867,-300,-0.004392386530014614,4704
23/08/2023,28741.963487105255,28868.394411535337,28236.239789384927,28784.10712858195,200,0.002936857562408246,10905
